Order_Id,Order_Date,Order_Status,Order_Region,Market,ISO3,Customer_Segment,Product_Id,Product_Name,Category_Name,Product_Price,Shipping_Date,Shipping_Mode,Shipment(real),Shipment(scheduled),Delivery_Status,Payment_Type,Item_Price,Item_Quantity,Sales,Profit_Capped
3531,2015-02-21,COMPLETE,Central America,LATAM,NIC,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2015-02-23,Second Class,2,2,Shipping on time,DEBIT,50,5,249.89999,81.34
56754,2017-04-08,COMPLETE,Caribbean,LATAM,DOM,Corporate,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2017-04-10,First Class,2,1,Late delivery,DEBIT,130,1,129.99001,35.67
6139,2015-03-31,PROCESSING,Central America,LATAM,MEX,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2015-04-02,First Class,2,1,Late delivery,TRANSFER,50,5,250.0,100.05
40507,2016-08-14,COMPLETE,US Center,USCA,USA,Corporate,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2016-08-16,First Class,2,1,Late delivery,DEBIT,40,3,119.97,34.43
48358,2016-12-06,ON_HOLD,West Africa,Africa,NGA,Consumer,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-12-07,Same Day,1,0,Late delivery,DEBIT,400,1,399.98001,-415.61299999999994
62059,2017-06-24,PENDING,Western Europe,Europe,FRA,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-06-29,Standard Class,5,4,Late delivery,TRANSFER,50,5,250.0,97.53
49446,2016-12-22,COMPLETE,West Asia,Pacific Asia,TUR,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2016-12-24,First Class,2,1,Late delivery,DEBIT,50,5,250.0,-36.6
12681,2015-07-05,PENDING_PAYMENT,Western Europe,Europe,BEL,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2015-07-07,Standard Class,2,4,Advance shipping,PAYMENT,50,4,199.92,76.33
12944,2015-07-08,PROCESSING,Western Europe,Europe,DEU,Corporate,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2015-07-13,Second Class,5,2,Late delivery,TRANSFER,130,1,129.99001,56.16
34939,2016-05-25,COMPLETE,West of USA,USCA,USA,Consumer,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-05-30,Standard Class,5,4,Late delivery,DEBIT,400,1,399.98001,91.0
67951,2017-09-18,PENDING_PAYMENT,Southern Europe,Europe,ITA,Corporate,1059,Pelican Maverick 100X Kayak,Water Sports,349.99,2017-09-20,First Class,2,1,Late delivery,PAYMENT,350,1,349.98999,171.5
12904,2015-07-08,COMPLETE,Northern Europe,Europe,DNK,Consumer,172,Nike Women's Tempo Shorts,Cardio Equipment,30.0,2015-07-13,Standard Class,5,4,Late delivery,DEBIT,30,2,60.0,29.4
30292,2016-03-18,PENDING,South Asia,Pacific Asia,BGD,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2016-03-20,First Class,2,1,Late delivery,TRANSFER,50,5,250.0,-36.75
44364,2016-10-09,COMPLETE,Central Africa,Africa,COG,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-10-14,Standard Class,5,4,Late delivery,DEBIT,400,1,399.98001,-268.79
33082,2016-04-27,COMPLETE,US Center,USCA,USA,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-04-30,Standard Class,3,4,Advance shipping,DEBIT,60,3,179.97,68.71
68520,2017-09-27,ON_HOLD,Western Europe,Europe,AUT,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2017-10-03,Standard Class,6,4,Late delivery,DEBIT,60,5,299.95001,85.25
26347,2016-01-20,PENDING,South Asia,Pacific Asia,IND,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2016-01-23,Standard Class,3,4,Advance shipping,TRANSFER,50,2,99.96,35.24
55578,2017-03-22,COMPLETE,South America,LATAM,PER,Home Office,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2017-03-26,Standard Class,4,4,Shipping on time,DEBIT,300,1,299.98001,21.26
20919,2015-11-02,COMPLETE,Oceania,Pacific Asia,AUS,Corporate,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2015-11-07,Second Class,5,2,Late delivery,DEBIT,40,4,159.96001,41.03
16229,2015-08-25,COMPLETE,Northern Europe,Europe,GBR,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2015-08-30,Second Class,5,2,Late delivery,DEBIT,400,1,399.98001,3.64
49645,2016-12-25,COMPLETE,West Africa,Africa,NGA,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-12-31,Second Class,6,2,Late delivery,DEBIT,60,2,119.98,34.85
26812,2016-01-27,PENDING,Eastern Asia,Pacific Asia,CHN,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-01-27,Same Day,0,0,Shipping on time,TRANSFER,60,2,119.98,30.04
25439,2016-01-07,PROCESSING,Oceania,Pacific Asia,AUS,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-01-12,Standard Class,5,4,Late delivery,TRANSFER,400,1,399.98001,122.75
70366,2017-10-24,COMPLETE,Northern Europe,Europe,GBR,Corporate,1350,Children's heaters,Children's Clothing,357.1,2017-10-26,Standard Class,2,4,Advance shipping,DEBIT,357,1,357.10001,33.49
22088,2015-11-19,PENDING,Eastern Asia,Pacific Asia,CHN,Home Office,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2015-11-23,Second Class,4,2,Late delivery,TRANSFER,50,4,200.0,47.6
65699,2017-08-17,PENDING_PAYMENT,Northern Europe,Europe,IRL,Consumer,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2017-08-22,Standard Class,5,4,Late delivery,PAYMENT,400,1,399.98001,127.76
23759,2015-12-13,COMPLETE,Oceania,Pacific Asia,AUS,Home Office,728,LIJA Women's Eyelet Sleeveless Golf Polo,Golf Shoes,65.0,2015-12-18,Standard Class,5,4,Late delivery,DEBIT,65,4,260.0,118.53
27055,2016-01-30,PENDING_PAYMENT,Southeast Asia,Pacific Asia,VNM,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-02-05,Standard Class,6,4,Late delivery,PAYMENT,60,2,119.98,47.37
45211,2016-10-21,PENDING_PAYMENT,Southern Africa,Africa,ZAF,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-10-23,Standard Class,2,4,Advance shipping,PAYMENT,400,1,399.98001,80.92
61315,2017-06-14,COMPLETE,South America,LATAM,BRA,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2017-06-20,Standard Class,6,4,Late delivery,DEBIT,60,5,299.95001,73.79
27267,2016-02-03,COMPLETE,Eastern Asia,Pacific Asia,CHN,Consumer,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-02-03,Same Day,0,0,Shipping on time,DEBIT,300,1,299.98001,74.7
2842,2015-02-11,COMPLETE,Caribbean,LATAM,DOM,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-02-13,First Class,2,1,Late delivery,DEBIT,60,1,59.99,23.9
2562,2015-02-07,COMPLETE,Caribbean,LATAM,DOM,Corporate,797,Hirzl Women's Soffft Flex Golf Glove,Golf Balls,17.99,2015-02-10,Standard Class,3,4,Advance shipping,DEBIT,18,1,17.99,-13.25
30512,2016-03-21,PROCESSING,Oceania,Pacific Asia,NZL,Consumer,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-03-23,First Class,2,1,Late delivery,TRANSFER,300,1,299.98001,21.37
65508,2017-08-14,ON_HOLD,Western Europe,Europe,DEU,Corporate,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2017-08-18,Second Class,4,2,Late delivery,DEBIT,200,1,199.99001,40.5
40694,2016-08-17,COMPLETE,East of USA,USCA,USA,Corporate,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2016-08-22,Standard Class,5,4,Late delivery,DEBIT,40,2,79.98,20.08
22777,2015-11-29,COMPLETE,Southeast Asia,Pacific Asia,PHL,Corporate,93,Under Armour Men's Tech II T-Shirt,Lacrosse,24.99,2015-12-01,First Class,2,1,Late delivery,DEBIT,25,1,24.99,6.81
33013,2016-04-26,COMPLETE,East of USA,USCA,USA,Home Office,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-04-30,Second Class,4,2,Late delivery,DEBIT,300,1,299.98001,112.79
55937,2017-03-27,PENDING,Caribbean,LATAM,CUB,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2017-03-29,First Class,2,1,Late delivery,TRANSFER,130,1,129.99001,44.46
8205,2015-04-30,PENDING,Caribbean,LATAM,DOM,Consumer,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2015-05-06,Second Class,6,2,Late delivery,TRANSFER,100,1,99.99,29.05
63896,2017-07-21,PENDING_PAYMENT,Western Europe,Europe,FRA,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-07-23,Standard Class,2,4,Advance shipping,PAYMENT,50,4,200.0,88.83
49637,2016-12-25,PROCESSING,Southern Africa,Africa,ZAF,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2016-12-28,Standard Class,3,4,Advance shipping,TRANSFER,130,1,129.99001,61.75
69779,2017-10-15,CLOSED,Western Europe,Europe,DEU,Corporate,1349,Web Camera,Cameras,452.04,2017-10-20,Standard Class,5,4,Late delivery,CASH,452,1,452.04001,81.55
14539,2015-08-01,COMPLETE,Northern Europe,Europe,GBR,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2015-08-06,Standard Class,5,4,Late delivery,DEBIT,400,1,399.98001,118.99
30335,2016-03-18,PROCESSING,Oceania,Pacific Asia,NZL,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-03-24,Standard Class,6,4,Late delivery,TRANSFER,60,2,119.98,-82.64
53853,2017-02-25,PENDING,Caribbean,LATAM,DOM,Home Office,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2017-03-01,Standard Class,4,4,Shipping on time,TRANSFER,300,1,299.98001,73.71
49128,2016-12-18,PENDING_PAYMENT,North Africa,Africa,DZA,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2016-12-22,Second Class,4,2,Late delivery,PAYMENT,50,1,49.98,15.29
24680,2015-12-27,PENDING,Oceania,Pacific Asia,AUS,Consumer,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2016-01-02,Standard Class,6,4,Late delivery,TRANSFER,40,1,39.99,3.34
6426,2015-04-04,SUSPECTED_FRAUD,South America,LATAM,BRA,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2015-04-06,Standard Class,2,4,Shipping canceled,TRANSFER,50,4,199.92,77.87
24639,2015-12-26,PENDING_PAYMENT,Southeast Asia,Pacific Asia,IDN,Home Office,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2015-12-31,Second Class,5,2,Late delivery,PAYMENT,400,1,399.98001,-293.99
37699,2016-07-04,COMPLETE,South of  USA,USCA,USA,Corporate,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2016-07-06,First Class,2,1,Late delivery,DEBIT,40,1,39.99,10.04
28653,2016-02-23,PENDING,Southeast Asia,Pacific Asia,PHL,Corporate,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2016-02-27,Second Class,4,2,Late delivery,TRANSFER,130,1,129.99001,56.62
36947,2016-06-23,PENDING,West of USA,USCA,USA,Consumer,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2016-06-26,Second Class,3,2,Late delivery,TRANSFER,40,2,79.98,36.47
61941,2017-06-23,PENDING_PAYMENT,Southern Europe,Europe,ITA,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-06-25,Standard Class,2,4,Advance shipping,PAYMENT,50,1,50.0,23.28
36128,2016-06-11,PENDING_PAYMENT,US Center,USCA,USA,Corporate,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-06-15,Second Class,4,2,Late delivery,PAYMENT,300,1,299.98001,84.82
16666,2015-09-01,CLOSED,Western Europe,Europe,DEU,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2015-09-03,Standard Class,2,4,Advance shipping,CASH,50,4,200.0,97.0
18304,2015-09-25,ON_HOLD,Northern Europe,Europe,GBR,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-09-30,Standard Class,5,4,Late delivery,DEBIT,60,4,239.96001,99.25
61081,2017-06-10,PENDING_PAYMENT,Central America,LATAM,HND,Consumer,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2017-06-12,Standard Class,2,4,Advance shipping,PAYMENT,400,1,399.98001,54.4
51874,2017-01-27,PENDING,Central America,LATAM,SLV,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2017-02-01,Standard Class,5,4,Late delivery,TRANSFER,400,1,399.98001,98.4
49507,2016-12-23,COMPLETE,Eastern Europe,Europe,RUS,Consumer,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-12-26,Second Class,3,2,Late delivery,DEBIT,300,1,299.98001,72.0
61275,2017-06-13,CLOSED,Central America,LATAM,MEX,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-06-19,Standard Class,6,4,Late delivery,CASH,50,3,150.0,40.95
18034,2015-09-21,COMPLETE,Southern Europe,Europe,ESP,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2015-09-26,Standard Class,5,4,Late delivery,DEBIT,50,2,100.0,27.04
23334,2015-12-07,PENDING_PAYMENT,Southeast Asia,Pacific Asia,IDN,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2015-12-12,Second Class,5,2,Late delivery,PAYMENT,50,1,50.0,17.64
4475,2015-03-07,PROCESSING,Central America,LATAM,HND,Home Office,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2015-03-13,Standard Class,6,4,Late delivery,TRANSFER,50,2,99.96,-19.59
2512,2015-02-06,PENDING,Central America,LATAM,MEX,Home Office,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2015-02-09,Second Class,3,2,Late delivery,TRANSFER,200,1,199.99001,79.68
43833,2016-10-01,ON_HOLD,South Asia,Pacific Asia,IRN,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2016-10-05,Standard Class,4,4,Shipping on time,DEBIT,130,1,129.99001,46.24
4073,2015-03-01,COMPLETE,Caribbean,LATAM,DOM,Home Office,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2015-03-05,Standard Class,4,4,Shipping on time,DEBIT,400,1,399.98001,-57.4
54926,2017-03-12,PENDING,Caribbean,LATAM,DOM,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-03-14,Standard Class,2,4,Advance shipping,TRANSFER,50,3,150.0,59.76
10475,2015-06-02,COMPLETE,Western Europe,Europe,NLD,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2015-06-08,Standard Class,6,4,Late delivery,DEBIT,400,1,399.98001,171.07
38121,2016-07-10,PENDING,South of  USA,USCA,USA,Consumer,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2016-07-12,Standard Class,2,4,Advance shipping,TRANSFER,100,1,99.99,21.6
31836,2016-04-09,PENDING,South of  USA,USCA,USA,Corporate,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2016-04-11,Standard Class,2,4,Advance shipping,TRANSFER,130,1,129.99001,11.02
11529,2015-06-18,PROCESSING,Southern Europe,Europe,ESP,Consumer,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2015-06-23,Standard Class,5,4,Late delivery,TRANSFER,200,1,199.99001,-7.5
54777,2017-03-10,PENDING_PAYMENT,Central America,LATAM,GTM,Consumer,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2017-03-13,Standard Class,3,4,Advance shipping,PAYMENT,300,1,299.98001,-3.53
8475,2015-05-04,PENDING_PAYMENT,Central America,LATAM,HND,Corporate,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2015-05-10,Standard Class,6,4,Late delivery,PAYMENT,130,1,129.99001,31.29
65922,2017-08-20,PENDING_PAYMENT,Western Europe,Europe,FRA,Home Office,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-08-23,Second Class,3,2,Late delivery,PAYMENT,50,1,50.0,22.68
13662,2015-07-19,COMPLETE,Northern Europe,Europe,GBR,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-07-21,First Class,2,1,Late delivery,DEBIT,60,3,179.97,45.19
30182,2016-03-16,CANCELED,South Asia,Pacific Asia,IND,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-03-19,Standard Class,3,4,Shipping canceled,TRANSFER,60,2,119.98,21.42
10468,2015-06-02,PENDING_PAYMENT,Southern Europe,Europe,ESP,Corporate,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2015-06-06,Standard Class,4,4,Shipping on time,PAYMENT,50,4,199.92,-2.6
66176,2017-08-24,PROCESSING,Northern Europe,Europe,GBR,Corporate,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2017-08-26,First Class,2,1,Late delivery,TRANSFER,50,5,249.89999,31.19
47317,2016-11-21,CLOSED,West Africa,Africa,NGA,Consumer,977,ENO Atlas Hammock Straps,Hunting & Shooting,29.99,2016-11-23,First Class,2,1,Late delivery,CASH,30,4,119.96,-156.43
64118,2017-07-24,PENDING_PAYMENT,Western Europe,Europe,FRA,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-07-26,First Class,2,1,Late delivery,PAYMENT,50,5,250.0,68.25
4314,2015-03-04,COMPLETE,Central America,LATAM,PAN,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-03-06,First Class,2,1,Late delivery,DEBIT,60,2,119.98,29.7
56824,2017-04-09,PENDING_PAYMENT,South America,LATAM,ARG,Consumer,703,Top Flite Women's 2014 XL Hybrid,Golf Apparel,19.99,2017-04-14,Standard Class,5,4,Late delivery,PAYMENT,20,2,39.98,11.51
45574,2016-10-27,PENDING_PAYMENT,Eastern Europe,Europe,ROU,Consumer,778,Bag Boy Beverage Holder,Golf Gloves,24.99,2016-10-29,First Class,2,1,Late delivery,PAYMENT,25,1,24.99,-42.42
25142,2016-01-03,CLOSED,Southeast Asia,Pacific Asia,SGP,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2016-01-06,Standard Class,3,4,Advance shipping,CASH,50,5,250.0,104.13
45169,2016-10-21,PENDING_PAYMENT,West Asia,Pacific Asia,TUR,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-10-26,Standard Class,5,4,Late delivery,PAYMENT,60,2,119.98,-4.95
45397,2016-10-24,COMPLETE,East Africa,Africa,ZMB,Home Office,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-10-27,Second Class,3,2,Late delivery,DEBIT,300,1,299.98001,133.85
6962,2015-04-12,PENDING,Central America,LATAM,MEX,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2015-04-15,Second Class,3,2,Late delivery,TRANSFER,50,1,50.0,14.36
10372,2015-06-01,PENDING_PAYMENT,Western Europe,Europe,AUT,Corporate,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2015-06-04,Second Class,3,2,Late delivery,PAYMENT,50,1,49.98,15.56
53700,2017-02-22,COMPLETE,Central America,LATAM,SLV,Consumer,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2017-02-28,Standard Class,6,4,Late delivery,DEBIT,200,1,199.99001,70.0
62559,2017-07-02,PENDING_PAYMENT,Western Europe,Europe,FRA,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-07-07,Second Class,5,2,Late delivery,PAYMENT,50,2,100.0,25.11
12221,2015-06-28,COMPLETE,Western Europe,Europe,DEU,Consumer,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2015-06-30,First Class,2,1,Late delivery,DEBIT,300,1,299.98001,0.0
40403,2016-08-12,PROCESSING,US Center,USCA,USA,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2016-08-14,First Class,2,1,Late delivery,TRANSFER,50,1,49.98,15.33
31262,2016-04-01,PENDING_PAYMENT,Oceania,Pacific Asia,AUS,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-04-04,Standard Class,3,4,Advance shipping,PAYMENT,60,1,59.99,2.35
11232,2015-06-13,PENDING_PAYMENT,Western Europe,Europe,FRA,Corporate,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2015-06-16,Standard Class,3,4,Advance shipping,PAYMENT,300,1,299.98001,12.6
65611,2017-08-15,PROCESSING,Southern Europe,Europe,ITA,Home Office,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2017-08-17,Second Class,2,2,Shipping on time,TRANSFER,300,1,299.98001,-415.61299999999994
51220,2017-01-17,COMPLETE,West Asia,Pacific Asia,GEO,Corporate,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2017-01-23,Standard Class,6,4,Late delivery,DEBIT,300,1,299.98001,12.75
33693,2016-05-06,COMPLETE,East of USA,USCA,USA,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2016-05-10,Standard Class,4,4,Shipping on time,DEBIT,50,1,50.0,21.6
26404,2016-01-21,PENDING_PAYMENT,South Asia,Pacific Asia,IND,Consumer,642,Columbia Men's PFG Anchor Tough T-Shirt,Shop By Sport,30.0,2016-01-26,Second Class,5,2,Late delivery,PAYMENT,30,4,120.0,34.92
17395,2015-09-11,CLOSED,Western Europe,Europe,FRA,Consumer,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2015-09-17,Standard Class,6,4,Late delivery,CASH,100,4,399.95999,58.23
55758,2017-03-24,COMPLETE,Caribbean,LATAM,CUB,Consumer,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2017-03-28,Standard Class,4,4,Shipping on time,DEBIT,40,3,119.97,5.1
76832,2018-01-26,COMPLETE,South Asia,Pacific Asia,IND,Consumer,1363,Summer dresses,Women's Clothing,215.82,2018-01-29,Second Class,3,2,Late delivery,DEBIT,216,1,215.82001,96.34
13829,2015-07-21,PENDING_PAYMENT,Northern Europe,Europe,SWE,Consumer,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2015-07-26,Standard Class,5,4,Late delivery,PAYMENT,40,3,119.97,10.45
44593,2016-10-12,PROCESSING,Central Africa,Africa,COG,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2016-10-16,Standard Class,4,4,Shipping on time,TRANSFER,50,5,249.89999,15.37
2340,2015-02-04,COMPLETE,South America,LATAM,ARG,Home Office,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2015-02-10,Standard Class,6,4,Late delivery,DEBIT,300,1,299.98001,130.94
29988,2016-03-13,COMPLETE,South Asia,Pacific Asia,IND,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-03-15,First Class,2,1,Late delivery,DEBIT,60,5,299.95001,136.78
26148,2016-01-17,COMPLETE,Oceania,Pacific Asia,AUS,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2016-01-21,Standard Class,4,4,Shipping on time,DEBIT,50,5,250.0,30.94
2536,2015-02-07,CLOSED,Central America,LATAM,MEX,Consumer,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2015-02-09,Second Class,2,2,Shipping on time,CASH,100,2,199.98,34.21
61467,2017-06-16,PENDING_PAYMENT,South America,LATAM,BRA,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-06-19,Standard Class,3,4,Advance shipping,PAYMENT,50,3,150.0,0.0
31410,2016-04-03,PROCESSING,East of USA,USCA,USA,Consumer,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-04-09,Standard Class,6,4,Late delivery,TRANSFER,300,1,299.98001,68.25
35376,2016-05-31,CLOSED,South of  USA,USCA,USA,Home Office,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-06-02,First Class,2,1,Late delivery,CASH,300,1,299.98001,19.12
19639,2015-10-14,PROCESSING,Southern Europe,Europe,ESP,Corporate,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2015-10-19,Second Class,5,2,Late delivery,TRANSFER,130,1,129.99001,19.71
9104,2015-05-13,PENDING,South America,LATAM,ECU,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2015-05-18,Standard Class,5,4,Late delivery,TRANSFER,400,1,399.98001,182.39
36080,2016-06-10,ON_HOLD,US Center,USCA,USA,Consumer,828,Bridgestone e6 Straight Distance NFL San Dieg,Electronics,31.99,2016-06-16,Standard Class,6,4,Late delivery,DEBIT,32,5,159.95,39.35
37781,2016-07-05,COMPLETE,East of USA,USCA,USA,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2016-07-07,Standard Class,2,4,Advance shipping,DEBIT,50,1,50.0,22.68
32852,2016-04-24,CLOSED,East of USA,USCA,USA,Home Office,897,Team Golf New England Patriots Putter Grip,Accessories,24.99,2016-04-25,Same Day,1,0,Late delivery,CASH,25,3,74.97,-113.95
57437,2017-04-18,COMPLETE,Central America,LATAM,NIC,Consumer,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2017-04-21,Second Class,3,2,Late delivery,DEBIT,100,4,399.95999,170.08
44309,2016-10-08,PENDING_PAYMENT,Eastern Europe,Europe,HUN,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-10-13,Standard Class,5,4,Late delivery,PAYMENT,60,5,299.95001,79.04
34868,2016-05-23,COMPLETE,West of USA,USCA,USA,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-05-27,Standard Class,4,4,Shipping on time,DEBIT,60,3,179.97,59.45
4839,2015-03-12,ON_HOLD,Central America,LATAM,PAN,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2015-03-17,Standard Class,5,4,Late delivery,DEBIT,400,1,399.98001,-42.0
41569,2016-08-29,SUSPECTED_FRAUD,North Africa,Africa,EGY,Corporate,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2016-09-03,Standard Class,5,4,Shipping canceled,TRANSFER,130,1,129.99001,-38.22
